goal,arrays_score,strings_score,graphs_score,dp_score,trees_score,backtracking_score,contest_rating,acceptance_rate,problems_solved
Competitive Programming,93,49,34,95,45,25,1462,70.81313073757815,372
Infosys,70,26,17,83,83,48,1333,37.033513573993346,566
Microsoft,60,93,43,16,83,47,2116,68.70052747254113,1378
TCS,61,79,54,92,86,79,1406,43.92126747129812,1203
Interview Preparation,5,47,35,74,43,11,1536,40.384538699962235,365
Competitive Programming,12,32,18,83,62,31,1209,71.75664297980748,200
Google SDE,55,78,48,83,68,58,1394,82.78531160357737,431
Zoho,77,95,20,7,93,21,1538,35.98981487467525,709
Interview Preparation,65,84,52,49,20,51,1123,39.018683100296506,16
Competitive Programming,79,98,79,16,37,21,1577,42.05789686281767,142
Microsoft,38,53,69,56,16,87,1438,82.96010914807079,566
Google SDE,32,0,89,57,78,92,717,68.30190613775157,835
Zoho,0,25,0,75,18,39,1647,67.30583776269546,770
Google SDE,93,99,81,95,26,61,1546,57.77647400715459,1064
Campus Placement,74,90,0,85,60,55,1471,59.56776806119956,544
Infosys,13,80,26,26,17,98,1209,45.95952891166313,435
Amazon SDE,36,63,18,57,86,19,2139,38.50014196798619,1427
Google SDE,36,59,98,50,51,43,1223,72.91514867521227,681
Competitive Programming,98,14,89,46,43,12,503,55.88810184841205,372
Competitive Programming,13,21,51,56,8,68,1555,44.08047798628869,1470
Infosys,21,25,78,49,82,81,1359,64.80295941938846,91
Campus Placement,30,8,69,89,38,75,967,41.52025765336799,365
Google SDE,81,32,62,30,46,29,1324,56.8826977707006,1291
Amazon SDE,73,59,94,28,36,64,1379,40.462105317336835,598
Infosys,23,58,97,94,1,94,1173,71.78192634700059,304
Microsoft,23,10,80,23,94,55,1433,47.64410443904418,1257
Amazon SDE,31,18,66,62,95,14,1506,54.2934428893237,1079
Amazon SDE,53,20,83,67,80,82,1386,71.51846793097477,1146
Microsoft,33,41,1,77,25,4,1123,66.27779987331706,1266
Campus Placement,73,1,36,76,84,79,1540,51.983676944557025,26
Google SDE,45,10,52,22,82,5,914,33.906540013195134,369
Zoho,77,50,72,7,78,60,1521,80.68838463319295,1256
Zoho,86,62,86,12,60,73,1492,30.43588469137575,875
Infosys,31,3,96,0,67,15,1335,70.40267783563436,709
Campus Placement,59,7,38,62,8,68,1246,81.99721955185348,457
Google SDE,46,46,30,26,53,53,1031,46.8669079639692,865
Amazon SDE,75,8,18,80,96,64,1240,34.149329528818186,374
Infosys,40,41,41,40,57,68,1155,43.72497612868907,684
Microsoft,87,41,50,8,26,11,1097,47.23800578987367,1017
Infosys,33,0,67,26,2,37,1038,54.82261552594328,1359
Google SDE,46,88,33,89,65,19,1794,58.8881500371008,476
Campus Placement,19,4,53,20,64,71,1629,69.89316371617156,423
Competitive Programming,92,77,57,45,56,7,2132,79.55033569912523,1488
TCS,15,97,14,47,3,70,1470,55.563647015088534,595
Interview Preparation,49,72,28,67,51,93,1616,71.04806395210062,1266
Infosys,8,61,56,13,82,43,1378,36.995941163669194,1257
Microsoft,49,97,5,41,64,50,1853,48.08307591167684,1003
Google SDE,51,16,45,58,99,82,1384,36.49435738174886,1445
Campus Placement,2,98,70,74,14,24,1692,68.04576527235436,581
Amazon SDE,73,34,26,61,41,78,1455,79.92049505665814,344
Amazon SDE,39,63,88,3,64,59,1951,78.89819740282599,1255
Competitive Programming,0,89,0,58,55,54,1255,47.95465922040074,46
Infosys,54,33,72,33,85,64,1744,42.88206922672949,998
Microsoft,6,48,21,4,76,88,1367,45.0727659140033,287
Interview Preparation,94,69,21,31,75,98,1149,45.8034041803474,1229
Amazon SDE,12,68,52,79,81,91,1384,34.52351662651702,925
TCS,55,11,65,91,1,84,725,37.33392767025731,493
Amazon SDE,21,13,69,65,44,63,1680,41.79660061874237,1275
Campus Placement,15,9,92,34,62,22,1599,30.44929515136388,1357
Amazon SDE,21,29,64,7,46,28,1969,32.59764982998861,740
Zoho,5,74,54,56,70,96,1111,68.42026522430982,201
Google SDE,0,75,80,24,82,89,1176,64.06280638232627,1050
Interview Preparation,1,39,95,22,33,45,1021,81.9982236300736,533
Microsoft,90,26,43,35,0,76,1509,52.09664184299315,927
Infosys,75,64,36,24,58,3,1275,54.43824228907493,410
Campus Placement,69,60,37,16,97,96,1152,33.725431700084165,895
Google SDE,65,91,67,62,81,73,1520,38.37378527535542,714
Amazon SDE,36,52,4,63,46,38,1730,68.0384063647752,31
Google SDE,73,19,22,89,4,19,1431,42.92718534467126,483
Competitive Programming,16,23,59,36,77,37,1256,72.53025467363076,1153
Interview Preparation,16,26,41,84,28,94,1751,68.81240426961625,219
Competitive Programming,5,73,80,4,52,76,1323,71.09943244191108,315
Amazon SDE,0,90,97,23,87,33,1319,67.98204444695023,1303
Google SDE,83,33,23,73,10,74,1553,68.9214512242298,713
Zoho,17,22,41,65,90,26,1194,60.073973748266795,696
Competitive Programming,8,15,47,89,21,6,1707,67.30303783245677,294
Interview Preparation,31,49,97,72,44,14,1124,58.93986387893425,725
Campus Placement,16,23,98,47,74,61,1216,41.33487143864978,772
Competitive Programming,18,63,5,29,61,54,1054,41.968416180450944,1260
Interview Preparation,48,90,66,38,20,74,1658,52.29164807898911,957
Zoho,12,58,15,99,53,1,1806,30.765458106418222,390
Zoho,0,36,28,62,35,10,1354,78.91132659004327,469
Microsoft,37,75,73,95,67,45,1533,44.75464136734586,1040
Campus Placement,37,97,57,56,16,54,1510,32.83459343914485,38
Zoho,35,96,92,71,1,24,1489,53.343408461898214,916
Amazon SDE,73,56,94,60,19,55,1052,74.85788487106947,1066
Competitive Programming,98,97,2,2,54,78,1203,51.85440095678085,888
Amazon SDE,25,10,21,3,10,65,1628,44.44756850303451,88
Microsoft,47,96,64,88,97,21,1764,59.969631049083524,956
Interview Preparation,96,27,30,48,65,73,1684,61.59092611772847,468
Amazon SDE,39,74,4,90,44,99,1404,71.75543288577745,579
Amazon SDE,71,94,90,15,51,69,1640,73.9864456545962,1463
Microsoft,54,93,37,22,24,31,938,68.84142613660408,747
Campus Placement,19,21,19,25,12,58,794,30.249624231383546,1318
Infosys,1,7,64,78,16,76,987,30.114314024400883,525
TCS,38,57,86,25,31,31,2246,83.75974924337515,1132
Zoho,91,2,63,24,55,99,2023,44.531280748648044,406
TCS,92,18,67,41,46,1,920,45.52927177696846,48
TCS,88,85,29,74,13,12,1333,70.27326076409481,1304
Campus Placement,89,66,67,76,58,70,1270,61.9872139175515,896
Infosys,71,21,6,43,20,58,1788,55.49604393830829,806
Interview Preparation,93,12,60,0,32,31,1596,36.404183403872175,166
Microsoft,60,32,91,35,58,99,1286,34.481821645627505,1108
Campus Placement,57,14,51,94,15,28,1568,68.6992751698378,893
Infosys,56,68,30,21,85,38,1631,36.853246649352364,1163
Microsoft,64,10,16,99,10,52,841,53.96956402516673,983
Campus Placement,27,33,77,4,92,41,1559,70.4869340251697,1117
Campus Placement,93,93,18,18,89,74,1394,80.77594183493483,1055
Amazon SDE,12,60,6,94,20,75,1056,78.04723333826573,1492
Infosys,48,66,22,86,18,51,1222,77.52185140005196,858
Campus Placement,20,47,65,60,38,99,1485,49.71737993944988,1415
Google SDE,60,0,53,85,14,26,1437,80.9943942666048,757
Microsoft,84,92,75,56,51,90,1343,67.60142773708233,1473
Interview Preparation,39,21,42,94,30,29,1309,78.75682269035643,998
Competitive Programming,10,93,10,20,41,0,1416,34.890851198376396,30
Amazon SDE,90,52,28,66,61,89,918,32.175698754096466,312
Microsoft,68,41,34,52,58,98,1914,53.630551188247935,878
Microsoft,12,31,60,59,48,59,1291,75.54083090372413,93
Microsoft,75,33,27,60,30,7,1551,52.46930028870963,1486
Google SDE,39,10,57,74,49,91,1885,78.65559239011878,1420
TCS,32,7,95,11,26,3,1740,42.91253724118084,1290
Microsoft,57,78,6,41,6,94,1490,32.163927425398775,579
Microsoft,93,13,16,88,72,60,1367,71.87074581435482,943
Amazon SDE,66,37,65,47,77,56,1393,64.43926137796942,1195
Infosys,47,61,21,84,93,75,911,54.204980668952444,1196
Interview Preparation,86,28,27,70,62,80,1034,76.48917297439063,1018
Infosys,94,72,56,94,0,36,1472,75.32966384173174,802
Infosys,5,19,1,74,16,17,1286,47.849382088463095,801
Zoho,74,44,91,64,64,97,950,76.08856448819381,1304
Amazon SDE,36,63,83,77,60,85,1486,48.98371268862323,501
Google SDE,38,14,60,46,17,47,1626,64.20465500394333,217
Google SDE,46,74,74,22,44,11,1749,40.58736807261679,1093
Amazon SDE,36,97,44,99,87,40,1559,44.530570108916265,439
Google SDE,38,30,20,42,44,34,1210,54.633296400415574,994
TCS,5,92,81,68,81,76,1605,47.302782420655674,1342
Zoho,17,24,55,39,19,89,1484,37.102834374394035,529
Competitive Programming,64,74,59,55,57,33,1122,56.52775684920884,600
Microsoft,81,1,94,68,91,76,1112,58.124657586142035,1060
Zoho,51,40,66,65,49,47,1654,38.728826319086735,208
Competitive Programming,10,71,35,37,37,66,1494,39.58723179567898,396
Amazon SDE,5,1,40,69,12,58,1477,31.61408920002258,358
Campus Placement,68,52,18,80,39,99,1419,31.669284204310276,969
Infosys,23,65,47,4,49,60,1580,49.724716402208514,702
TCS,65,71,6,77,64,37,1246,38.06587862404906,387
Amazon SDE,34,94,93,99,75,58,1361,80.55004049512473,908
Google SDE,97,32,74,59,32,55,1623,40.96777949975408,925
TCS,1,87,10,46,63,98,1411,33.62788732100227,536
Interview Preparation,11,24,80,91,43,4,1175,52.22934347660706,1186
Campus Placement,1,0,60,75,36,22,1193,40.58562674220005,743
Campus Placement,49,89,95,96,11,97,1413,33.39731362159027,215
Amazon SDE,34,20,3,39,84,70,624,71.40001082313681,464
Competitive Programming,92,86,55,23,65,91,1925,60.64041732198291,1306
Zoho,96,99,5,17,5,30,1347,33.135593895784424,1269
Google SDE,4,51,61,74,63,9,1545,55.74104214651437,530
Campus Placement,58,59,29,88,1,46,0,32.135809910609076,1026
Infosys,32,47,58,82,86,98,1475,49.48728119877185,965
Interview Preparation,53,66,42,67,98,24,990,49.98076988102846,735
Interview Preparation,76,4,60,61,49,49,1079,75.26406505118635,1023
Zoho,30,92,55,6,63,5,953,70.44067488708734,510
TCS,99,26,57,81,16,37,1728,79.33190624861585,126
TCS,18,27,58,14,68,36,937,37.728464127456625,395
Competitive Programming,24,13,76,78,9,94,1200,59.35703960542496,1377
Amazon SDE,62,5,64,65,74,87,1791,31.110475722027154,593
Infosys,34,13,59,35,39,53,1061,75.40371013640616,404
TCS,52,18,52,58,30,92,0,50.161915910094876,1097
Google SDE,36,0,10,70,66,34,1627,33.811865561835006,730
Zoho,96,61,79,28,86,36,1382,47.856147890144285,81
Campus Placement,42,28,48,24,30,98,1446,45.78018270849219,283
Google SDE,2,39,41,54,48,1,1559,72.13006603980585,1353
Infosys,50,6,88,20,96,78,1935,36.963628203722365,347
TCS,46,83,61,48,22,43,1119,60.56764270656919,1399
Amazon SDE,57,43,65,11,23,64,1268,73.66555527936757,616
Amazon SDE,87,73,90,7,63,88,1589,70.67459547483008,175
Competitive Programming,2,69,19,84,53,9,1340,81.47478153765212,20
Interview Preparation,70,12,93,40,80,97,1231,30.034636271525503,1334
Campus Placement,76,76,16,23,71,68,1709,49.459084420863775,738
Interview Preparation,56,71,88,35,97,60,732,50.327095202930764,810
Google SDE,23,94,43,1,60,81,1738,31.831962598364065,111
Competitive Programming,93,16,15,28,14,95,1876,74.94966334057808,1458
Infosys,68,21,57,12,79,88,1338,67.88898703629235,1425
Campus Placement,22,81,20,88,90,1,1005,59.044531475562835,788
Campus Placement,43,4,52,6,90,30,1453,52.2760415257702,223
Infosys,53,8,81,39,16,31,1544,79.24786310048967,1121
Zoho,26,80,9,99,85,20,907,44.545587238240365,410
Microsoft,62,69,5,58,84,81,1424,48.399781981954305,597
Interview Preparation,17,52,16,57,4,8,1984,82.39472985769414,898
TCS,39,68,11,99,37,86,1778,33.55437628853538,1079
Amazon SDE,83,30,41,10,28,37,1557,72.93367632228203,1496
Amazon SDE,69,45,59,28,69,86,1522,69.49328560012245,601
Competitive Programming,93,2,32,16,10,15,1411,79.60386354832207,1343
TCS,69,17,35,12,25,55,1445,34.98098298407132,1119
TCS,16,54,93,8,78,14,1371,83.37441817522263,101
Google SDE,52,18,22,93,99,23,1461,31.58608638953318,682
Competitive Programming,35,61,2,41,56,51,910,48.57368929343795,723
Infosys,63,13,72,8,71,37,750,34.665458282330164,945
Amazon SDE,78,82,66,20,32,79,1174,32.81469070357918,251
Interview Preparation,51,17,61,77,99,42,1709,83.05965902552967,11
Infosys,80,60,45,26,47,84,1578,69.58175381382955,234
Microsoft,24,67,8,54,87,25,1653,57.81294151489094,810
Infosys,43,39,82,34,71,57,1428,35.950399221607924,598
Zoho,93,99,21,90,31,44,1764,58.93128793631421,125
Interview Preparation,39,60,77,39,23,34,1799,47.60287199011499,927
Competitive Programming,80,43,49,88,82,44,1758,44.93730025566834,1136
Google SDE,68,37,94,11,34,25,1195,63.99569509510689,203
Microsoft,43,40,97,71,56,99,1416,73.50088704892237,1199
Competitive Programming,47,2,53,28,22,66,1261,54.37923496389311,880
Google SDE,56,13,52,4,95,25,1842,57.131420451453224,99
Competitive Programming,41,19,86,59,46,6,1736,65.82858244399662,131
Competitive Programming,34,78,32,18,88,22,1537,36.85509234602764,152
TCS,10,27,40,34,16,54,1606,75.57336862327448,1003
TCS,27,75,91,45,64,18,1487,76.03162605125311,115
Competitive Programming,43,54,20,45,40,12,1120,59.757563767968996,896
Campus Placement,19,35,25,44,54,86,1721,40.31580462829853,437
Competitive Programming,1,66,9,38,41,64,2005,57.54199655741962,1338
Amazon SDE,32,35,63,40,38,5,1551,35.82666050047432,326
Campus Placement,35,68,22,88,41,71,1363,71.98092236600064,644
Campus Placement,9,38,66,17,16,91,1181,47.11346405564349,18
Google SDE,59,13,9,58,43,91,1322,47.110205920387486,783
Interview Preparation,44,16,0,86,16,79,1017,81.97768465458824,1106
Infosys,82,7,27,29,27,95,1125,53.2022235410905,1392
Competitive Programming,57,12,76,64,24,22,1349,73.4266412700722,232
Infosys,24,71,38,89,17,61,1494,65.04394754619953,1449
Campus Placement,90,55,77,83,38,5,957,47.38966375570969,562
Microsoft,34,40,57,40,94,70,1457,36.80849182460447,1403
Google SDE,86,51,37,84,81,70,1874,73.87582688120276,725
Zoho,33,50,64,54,75,60,1530,71.93770243786025,1297
Zoho,7,76,1,58,38,8,1548,39.30402839477118,1351
TCS,65,16,69,44,48,89,1521,43.70137342816524,1117
Campus Placement,57,24,17,83,78,82,919,72.14305163169365,1351
Microsoft,88,74,51,66,97,90,946,84.09969980209387,120
Infosys,8,60,53,16,36,40,1579,76.40027076405802,260
Competitive Programming,88,33,17,90,13,76,1613,67.62833530594077,392
Competitive Programming,44,44,21,81,66,84,1713,80.34842674708432,16
Interview Preparation,92,28,46,73,52,27,1805,45.687961780016465,468
Google SDE,21,11,75,19,7,3,1245,30.53087096116195,1117
Zoho,13,39,74,22,29,71,1691,47.653244010635866,217
Amazon SDE,51,40,72,63,66,32,1687,83.45638751724795,909
Campus Placement,47,65,27,7,81,14,1860,78.50836816889904,1423
Infosys,74,70,41,64,68,56,1880,32.769594085347116,1347
Microsoft,50,54,38,59,0,6,1283,57.60771372034672,31
TCS,12,50,18,6,79,69,1376,34.34554253691947,419
Microsoft,32,75,19,3,85,49,1462,73.39672795770763,904
Campus Placement,2,79,67,27,35,79,1151,50.493856569317884,524
Competitive Programming,51,30,26,18,56,63,1732,80.15697994838426,1160
Competitive Programming,35,83,64,5,45,65,1336,32.994886840581266,818
Interview Preparation,50,78,90,25,43,88,1750,70.36980603636908,883
Interview Preparation,47,13,45,39,75,50,1853,51.96511732392463,23
Zoho,41,57,63,18,9,18,1315,44.75245284197609,980
TCS,31,8,63,80,98,51,876,58.45970259640647,987
Interview Preparation,99,80,56,92,7,68,1391,56.70176838610366,1023
TCS,42,82,49,20,55,58,1801,49.18459938291656,1045
Microsoft,99,86,91,4,16,57,1797,65.68710953950318,96
Interview Preparation,98,45,98,16,55,19,1369,66.37239363801213,918
Competitive Programming,4,30,0,37,74,22,1436,34.242600119871724,1334
Competitive Programming,11,33,2,61,88,78,1354,62.74782894758641,1276
Infosys,82,42,3,39,52,8,1221,69.09043205301124,131
Google SDE,62,18,26,6,10,6,885,34.17386522846496,1180
Infosys,26,35,36,26,84,2,1555,66.25218516269518,759
Microsoft,34,91,22,30,25,87,1254,74.21874808017986,1389
Google SDE,73,0,26,97,55,84,1464,75.7569194275446,694
Infosys,27,63,88,61,95,93,1603,32.290605396351744,318
Competitive Programming,96,88,81,25,80,17,1671,68.35796103081493,704
Campus Placement,46,14,1,69,95,57,1193,73.83371140068567,297
Zoho,46,82,9,30,73,79,1106,51.82525391130977,316
Competitive Programming,42,84,43,11,82,80,1576,59.85624203251222,923
Competitive Programming,35,33,97,14,5,48,1598,44.581356693302325,671
Campus Placement,98,55,89,57,72,26,1230,47.06326719789824,558
Google SDE,16,36,26,0,12,73,1698,57.589075209628305,1385
Zoho,74,81,95,61,78,61,1388,38.31260788267482,321
Microsoft,35,53,36,58,91,19,1177,50.37842474810295,882
Campus Placement,36,47,74,89,64,46,1105,46.57896009717897,1092
Microsoft,17,5,48,36,72,20,1546,43.103728179226344,933
Campus Placement,30,10,28,5,61,78,1472,56.61387900083152,764
Competitive Programming,98,53,76,23,51,10,1513,76.12724709461361,44
Zoho,27,23,7,46,49,9,1068,43.32441530910751,454
Campus Placement,64,4,87,63,78,13,732,66.28515769899023,102
Interview Preparation,30,72,59,35,25,56,1583,43.98059419857798,1240
Campus Placement,26,29,92,82,24,47,1760,37.81458995611288,362
Google SDE,39,74,64,55,73,72,914,81.88270478412869,912
Interview Preparation,11,75,76,81,31,29,1273,64.82796542631566,1365
TCS,75,19,53,79,36,14,2191,35.75279251144404,871
Infosys,90,64,24,16,97,80,1568,64.79541985818696,168
Google SDE,26,60,6,10,46,53,1792,39.699085862300635,966
Campus Placement,60,31,21,3,44,95,1888,78.8288066153562,33
Interview Preparation,80,15,96,79,60,32,1254,43.61089491812638,413
Google SDE,24,40,14,8,70,15,2102,74.37388354589754,814
Interview Preparation,93,73,2,86,92,82,878,40.95573785503085,525
TCS,9,8,54,73,54,50,1552,60.705968054224066,741
Amazon SDE,14,84,7,89,32,65,1503,80.1780772754698,1397
TCS,18,34,47,99,36,56,1068,46.280144258478956,1415
Google SDE,67,96,64,38,86,3,1177,34.476853346847484,541
Competitive Programming,14,52,75,66,93,4,1215,60.392558349175104,965
Microsoft,14,49,94,83,62,37,966,39.478181524966296,161
Interview Preparation,96,60,91,80,86,7,975,70.0589584041491,956
TCS,50,91,82,46,19,57,1303,62.495163434037295,617
Microsoft,12,26,81,27,16,23,1254,49.05063099770309,429
Amazon SDE,80,18,51,0,38,30,1203,68.81092664136644,1283
Zoho,82,44,76,35,16,20,1649,43.11903864077357,1150
Campus Placement,58,89,98,88,53,77,1174,80.43701090766277,875
Microsoft,12,9,37,96,0,70,1480,49.078841801727364,587
Interview Preparation,69,24,21,49,92,66,1399,71.96324632280248,344
TCS,56,59,56,84,25,25,1305,44.21856390595946,1451
Infosys,53,0,12,93,1,27,0,69.31539401296527,941
Campus Placement,39,50,35,76,44,82,1348,31.73411786624271,304
TCS,93,91,53,38,50,12,1207,46.25348274366147,764
Google SDE,99,93,46,49,98,58,1688,35.108964595621366,1404
Microsoft,30,67,46,22,11,52,1591,54.81712873326635,195
Interview Preparation,52,53,69,52,9,64,1223,53.93093965303085,1279
Microsoft,12,34,71,5,12,37,1131,49.745449468173106,646
Google SDE,23,67,87,82,38,8,1131,83.96422724620973,1301
Competitive Programming,92,68,79,9,24,84,1326,43.424980091909305,1270
Competitive Programming,55,46,82,15,36,64,1714,73.50781192839278,539
Campus Placement,45,67,37,76,53,71,1754,54.609592767045584,30
Google SDE,1,82,47,21,55,21,600,48.41457633597063,920
Google SDE,53,27,66,65,63,25,1855,41.19066870127444,876
Microsoft,79,86,21,41,69,62,1364,64.83721422655509,803
Amazon SDE,75,65,99,89,63,91,987,48.352297087983516,109
TCS,27,91,21,4,26,80,1384,74.71053177955494,761
Microsoft,89,10,61,93,77,60,1152,83.26556667784972,487
Zoho,95,93,86,36,53,56,1895,42.49223606506369,1331
Interview Preparation,60,85,0,85,26,20,1226,37.07687122074454,949
Campus Placement,67,80,85,50,85,91,1113,47.35347906613784,535
Campus Placement,4,23,62,81,99,81,2029,55.69114718805169,343
Microsoft,16,99,79,92,6,32,1519,46.553174877208775,11
Campus Placement,19,85,41,18,44,92,1246,83.3756743330139,384
Interview Preparation,39,76,66,3,69,94,1955,72.85609018243693,302
Interview Preparation,92,89,1,71,30,11,1792,83.13774031732517,846
Amazon SDE,88,52,60,26,80,58,1215,50.52819765233174,1014
Interview Preparation,81,82,60,54,70,45,1158,46.75711735490591,562
Microsoft,21,88,9,92,12,82,1429,52.40493902285139,327
Infosys,52,82,35,96,21,96,1351,58.75583663300155,390
Google SDE,71,94,56,6,14,93,1186,70.78553617146774,23
Zoho,39,16,15,60,42,5,1394,78.46060313029743,513
Microsoft,46,89,12,98,94,19,1924,55.47489314584505,240
Infosys,73,43,33,67,74,32,1713,45.90483024203742,1117
Amazon SDE,80,44,21,25,84,28,1516,47.53656158955038,139
Zoho,45,7,18,58,0,52,1297,68.33215421004167,847
Amazon SDE,57,63,17,76,42,58,1361,61.21569186953229,1178
Amazon SDE,83,11,47,74,86,53,1605,56.75717720374914,900
Zoho,26,63,9,38,62,52,1581,41.15257433268957,37
TCS,1,25,82,33,28,34,1419,78.15006281243969,75
Campus Placement,51,15,26,24,64,25,1725,72.95612461290733,1196
Competitive Programming,28,59,13,84,91,22,1050,37.73512309565763,1262
Microsoft,5,41,11,35,38,36,1695,50.20636500311751,270
